symbol,name,market_code,asset_class,currency,tick_size,lot_size,is_active
001070,대한방직,KRX,kr_stock,KRW,100,1,TRUE
090370,메타랩스,KRX,kr_stock,KRW,100,1,TRUE
000040,KR모터스,KRX,kr_stock,KRW,100,1,TRUE
024070,WISCOM,KRX,kr_stock,KRW,100,1,TRUE
006740,블루산업개발,KRX,kr_stock,KRW,100,1,TRUE
357430,마스턴프리미어리츠,KRX,kr_stock,KRW,100,1,TRUE
009460,한창제지,KRX,kr_stock,KRW,100,1,TRUE
002690,동일제강,KRX,kr_stock,KRW,100,1,TRUE
014130,한익스프레스,KRX,kr_stock,KRW,100,1,TRUE
003680,한성기업,KRX,kr_stock,KRW,100,1,TRUE
010400,우진아이엔에스,KRX,kr_stock,KRW,100,1,TRUE
002420,세기상사,KRX,kr_stock,KRW,100,1,TRUE
015260,에이엔피,KRX,kr_stock,KRW,100,1,TRUE
023150,MH에탄올,KRX,kr_stock,KRW,100,1,TRUE
088790,진도,KRX,kr_stock,KRW,100,1,TRUE
008775,호텔신라우,KRX,kr_stock,KRW,100,1,TRUE
030720,동원수산,KRX,kr_stock,KRW,100,1,TRUE
006570,대림통상,KRX,kr_stock,KRW,100,1,TRUE
446070,유니드비티플러스,KRX,kr_stock,KRW,100,1,TRUE
002820,SUN&L,KRX,kr_stock,KRW,100,1,TRUE
005360,모나미,KRX,kr_stock,KRW,100,1,TRUE
465770,STX그린로지스,KRX,kr_stock,KRW,100,1,TRUE
069640,한세엠케이,KRX,kr_stock,KRW,100,1,TRUE
033250,체시스,KRX,kr_stock,KRW,100,1,TRUE
044380,주연테크,KRX,kr_stock,KRW,100,1,TRUE
002355,넥센타이어1우B,KRX,kr_stock,KRW,100,1,TRUE
004870,티웨이홀딩스,KRX,kr_stock,KRW,100,1,TRUE
005110,한창,KRX,kr_stock,KRW,100,1,TRUE
003495,대한항공우,KRX,kr_stock,KRW,100,1,TRUE
004270,남성,KRX,kr_stock,KRW,100,1,TRUE
143210,핸즈코퍼레이션,KRX,kr_stock,KRW,100,1,TRUE
002070,비비안,KRX,kr_stock,KRW,100,1,TRUE
011090,에넥스,KRX,kr_stock,KRW,100,1,TRUE
025890,한국주강,KRX,kr_stock,KRW,100,1,TRUE
009310,참엔지니어링,KRX,kr_stock,KRW,100,1,TRUE
001420,태원물산,KRX,kr_stock,KRW,100,1,TRUE
00499K,롯데지주우,KRX,kr_stock,KRW,100,1,TRUE
005257,녹십자홀딩스2우,KRX,kr_stock,KRW,100,1,TRUE
001685,대상우,KRX,kr_stock,KRW,100,1,TRUE
012170,아센디오,KRX,kr_stock,KRW,100,1,TRUE
45226K,한화갤러리아우,KRX,kr_stock,KRW,100,1,TRUE
012205,계양전기우,KRX,kr_stock,KRW,100,1,TRUE
001770,SHD,KRX,kr_stock,KRW,100,1,TRUE
015020,이스타코,KRX,kr_stock,KRW,100,1,TRUE
071950,코아스,KRX,kr_stock,KRW,100,1,TRUE
019685,대교우B,KRX,kr_stock,KRW,100,1,TRUE
108675,LX하우시스우,KRX,kr_stock,KRW,100,1,TRUE
008600,윌비스,KRX,kr_stock,KRW,100,1,TRUE
009440,KC그린홀딩스,KRX,kr_stock,KRW,100,1,TRUE
18064K,한진칼우,KRX,kr_stock,KRW,100,1,TRUE
001515,SK증권우,KRX,kr_stock,KRW,100,1,TRUE
005725,넥센우,KRX,kr_stock,KRW,100,1,TRUE
204210,스타에스엠리츠,KRX,kr_stock,KRW,100,1,TRUE
00781K,코리아써키트2우B,KRX,kr_stock,KRW,100,1,TRUE
00806K,대덕1우,KRX,kr_stock,KRW,100,1,TRUE
000087,하이트진로2우B,KRX,kr_stock,KRW,100,1,TRUE
001795,대한제당우,KRX,kr_stock,KRW,100,1,TRUE
008500,일정실업,KRX,kr_stock,KRW,100,1,TRUE
001755,한양증권우,KRX,kr_stock,KRW,100,1,TRUE
140910,에이리츠,KRX,kr_stock,KRW,100,1,TRUE
33637L,솔루스첨단소재2우B,KRX,kr_stock,KRW,100,1,TRUE
084695,대상홀딩스우,KRX,kr_stock,KRW,100,1,TRUE
004255,NPC우,KRX,kr_stock,KRW,100,1,TRUE
38380K,LX홀딩스1우,KRX,kr_stock,KRW,100,1,TRUE
004105,태양금속우,KRX,kr_stock,KRW,100,1,TRUE
145995,삼양사우,KRX,kr_stock,KRW,100,1,TRUE
001067,JW중외제약2우B,KRX,kr_stock,KRW,100,1,TRUE
003075,코오롱글로벌우,KRX,kr_stock,KRW,100,1,TRUE
000225,유유제약1우,KRX,kr_stock,KRW,100,1,TRUE
145210,다이나믹디자인,KRX,kr_stock,KRW,100,1,TRUE
004835,덕성우,KRX,kr_stock,KRW,100,1,TRUE
001065,JW중외제약우,KRX,kr_stock,KRW,100,1,TRUE
004985,성신양회우,KRX,kr_stock,KRW,100,1,TRUE
000325,노루홀딩스우,KRX,kr_stock,KRW,100,1,TRUE
009415,태영건설우,KRX,kr_stock,KRW,100,1,TRUE
26490K,크라운제과우,KRX,kr_stock,KRW,100,1,TRUE
090355,노루페인트우,KRX,kr_stock,KRW,100,1,TRUE
000145,하이트진로홀딩스우,KRX,kr_stock,KRW,100,1,TRUE
000545,흥국화재우,KRX,kr_stock,KRW,100,1,TRUE
36328K,티와이홀딩스우,KRX,kr_stock,KRW,100,1,TRUE
005745,크라운해태홀딩스우,KRX,kr_stock,KRW,100,1,TRUE
008355,남선알미우,KRX,kr_stock,KRW,100,1,TRUE
002995,금호건설우,KRX,kr_stock,KRW,100,1,TRUE
014825,동원시스템즈우,KRX,kr_stock,KRW,100,1,TRUE
005965,동부건설우,KRX,kr_stock,KRW,100,1,TRUE
007575,일양약품우,KRX,kr_stock,KRW,100,1,TRUE
014285,금강공업우,KRX,kr_stock,KRW,100,1,TRUE
014915,성문전자우,KRX,kr_stock,KRW,100,1,TRUE
004545,깨끗한나라우,KRX,kr_stock,KRW,100,1,TRUE
000227,유유제약2우B,KRX,kr_stock,KRW,100,1,TRUE
002785,진흥기업우B,KRX,kr_stock,KRW,100,1,TRUE
001525,동양우,KRX,kr_stock,KRW,100,1,TRUE
011155,CJ씨푸드1우,KRX,kr_stock,KRW,100,1,TRUE
004415,서울식품우,KRX,kr_stock,KRW,100,1,TRUE
002787,진흥기업2우B,KRX,kr_stock,KRW,100,1,TRUE
001527,동양2우B,KRX,kr_stock,KRW,100,1,TRUE
